NOMBRE_ARCHIVO;NUMERO_FACTURA;NIT_ADQUIRIENTE;RAZON_SOCIAL_ADQUIRIENTE;DIRECCION_ADQUIRIENTE;CORREO_ADQUIRIENTE;TELEFONO_ADQUIRIENTE;CIUDAD_MUNICIPIO_ADQUIRIENTE;NUMERO_AUTORIZACION_ELECTRONICA;CODIGO_QR;CODIGO_CUFE;VALOR_TOTAL;IVA_TOTAL;FECHA_GENERACION;NIT_EMISOR;RAZON_SOCIAL_EMISOR
layout_02_010;225126036;1078261215-0;NUBIA INGRID CASAS HENAO;CRA 153 # 24 - 16;ING_NUBIAINGRID@HOTMAIL.COM;;QUIBDO;86687252772523;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=642eda47230c5ef4587839658a3fd13f1c2b9b1fcb6538e0d511e9621d233ee4526ea56717463938fd1d89b0a4a96e8e;642eda47230c5ef4587839658a3fd13f1c2b9b1fcb6538e0d511e9621d233ee4526ea56717463938fd1d89b0a4a96e8e;1.301.000;;23 / 05 / 2025  09:03;890100531-8;EXPRESO BRASILIA S.A.
layout_02_011;879336831;1159848901-1;JOSE JONATHAN ROMERO URREGO;TV 150 # 27 - 52;ING_JOSEJONATHAN@HOTMAIL.COM;;DOSQUEBRADAS;49893091804910;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=1e3c591f2c8b69558cfeddc2f0776bdb6ef6c7f565c4f5735651c0b7e3667d1cc4485870a320ba1bccab445ca881961c;1e3c591f2c8b69558cfeddc2f0776bdb6ef6c7f565c4f5735651c0b7e3667d1cc4485870a320ba1bccab445ca881961c;27.000;;07 / 01 / 2024  07:23;890100531-8;EXPRESO BRASILIA S.A.
layout_02_012;129157117;1159088111-6;CAMILA MARIA GUZMAN GOMEZ;AK 60 # 43 - 81;ING_CAMILAMARIA@HOTMAIL.COM;;NEIVA;15088640935429;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b0786bcfde567ba4ed4b75e06e65d913e78292d97ad44f557b79749bd288ee9ca89dbb5a17e66730156a38acd8ffddeb;b0786bcfde567ba4ed4b75e06e65d913e78292d97ad44f557b79749bd288ee9ca89dbb5a17e66730156a38acd8ffddeb;65.000;;13 / 07 / 2024  18:23;890100531-8;EXPRESO BRASILIA S.A.
layout_02_013;824325142;1062766802-4;ADRIANA CONSUELO MORENO CAMACHO;AC 135 # 11 - 89;ING_ADRIANACONSUELO@HOTMAIL.COM;;CHIA;60149824047666;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=86738dd7688ea927d2fc78f08b6e2de849bc27cc5e0bf951c28b3e3925b06c7a499f62bdff08079215382089d4e4024d;86738dd7688ea927d2fc78f08b6e2de849bc27cc5e0bf951c28b3e3925b06c7a499f62bdff08079215382089d4e4024d;79.000;;11 / 01 / 2025  09:02;890100531-8;EXPRESO BRASILIA S.A.
layout_02_014;625248659;1064212246-9;LUISA DANIELA PARRA RIOS;AK 128 # 75 - 91;ING_LUISADANIELA@HOTMAIL.COM;;SANTA MARTA;15432112946458;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=26fde2dff41e84d26370142f677e2e0ce923386e05f1045bdb6d9ecc6a8e3a18bb96000ebd504e292cc7afa5af031806;26fde2dff41e84d26370142f677e2e0ce923386e05f1045bdb6d9ecc6a8e3a18bb96000ebd504e292cc7afa5af031806;54.000;;16 / 11 / 2024  14:53;890100531-8;EXPRESO BRASILIA S.A.
layout_02_015;873864842;1142610178-6;WILMER GABRIEL RAMIREZ CASTRO;CRA 162 # 49 - 88;ING_WILMERGABRIEL@HOTMAIL.COM;;RIOHACHA;70833606797105;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=653a6fd039b49d13be3aad17f9466632ffd34a7399b1006171eaff5bb1338c225886ea731d70a3b3f74974b3beccf080;653a6fd039b49d13be3aad17f9466632ffd34a7399b1006171eaff5bb1338c225886ea731d70a3b3f74974b3beccf080;32.000;;18 / 01 / 2024  17:52;890100531-8;EXPRESO BRASILIA S.A.
layout_02_016;872924642;1056319335-8;GABRIELA PATRICIA HENAO RINCON;CLL 174 # 94 - 35;ING_GABRIELAPATRICIA@HOTMAIL.COM;;VALLEDUPAR;40416028068214;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=57c3ea599fb7d70f7aca071359512757a77d19bc38a2665b1fbec35d3b69d82a3d0c6bafdbbe7824ff35f067f20c3e1f;57c3ea599fb7d70f7aca071359512757a77d19bc38a2665b1fbec35d3b69d82a3d0c6bafdbbe7824ff35f067f20c3e1f;75.000;;14 / 04 / 2024  18:20;890100531-8;EXPRESO BRASILIA S.A.
layout_02_017;840334487;1086357431-8;JOHANA JULIANA LEON MEDINA;AV 15 # 86 - 82;ING_JOHANAJULIANA@HOTMAIL.COM;;CUCUTA;40383416790005;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=77c04dccd8d164ab0a929f69784437181e9eac8d70effcf32cad4d0bd2fecfe8edf29a9c2ea37d9e4740b026d371502b;77c04dccd8d164ab0a929f69784437181e9eac8d70effcf32cad4d0bd2fecfe8edf29a9c2ea37d9e4740b026d371502b;1.906.000;;14 / 09 / 2024  09:45;890100531-8;EXPRESO BRASILIA S.A.
layout_02_018;933093717;1014533007-0;LAURA SANDRA GONZALEZ PINEDA;AC 49 # 79 - 50;ING_LAURASANDRA@HOTMAIL.COM;;BARRANQUILLA;58134498693251;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d55582b7e4128bbd740d763a0e61eabafcfd20a1ac7e09d584f466fcc1d1da8d8b99ed1568b600d1b0ed2bc719bc83b0;d55582b7e4128bbd740d763a0e61eabafcfd20a1ac7e09d584f466fcc1d1da8d8b99ed1568b600d1b0ed2bc719bc83b0;54.000;;16 / 08 / 2024  15:51;890100531-8;EXPRESO BRASILIA S.A.
layout_02_019;474628838;1122249969-5;JULIAN RICARDO DIAZ ROMERO;AC 171 # 112 - 86;ING_JULIANRICARDO@HOTMAIL.COM;;MAGANGUE;36715164471709;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=ccb16d4d135023143eec10ee74651354c03b1d6ad445f8116b1918f094ee8b8e58fd50bfb0d1a163db9b2cb6ad6d890c;ccb16d4d135023143eec10ee74651354c03b1d6ad445f8116b1918f094ee8b8e58fd50bfb0d1a163db9b2cb6ad6d890c;495.000;;11 / 02 / 2025  14:35;890100531-8;EXPRESO BRASILIA S.A.
layout_02_020;015986188;1014112152-4;ROCIO MELISSA LEON TOVAR;AV 52 # 70 - 86;ING_ROCIOMELISSA@HOTMAIL.COM;;TUNJA;96568828334742;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=473ffb532527cd6a086a937bd5edfa7bd39163d4a85a79ea7c895375da513e700275f91e5fbf8128f7440d9620ee8c2b;473ffb532527cd6a086a937bd5edfa7bd39163d4a85a79ea7c895375da513e700275f91e5fbf8128f7440d9620ee8c2b;995.000;;22 / 01 / 2025  11:15;890100531-8;EXPRESO BRASILIA S.A.
layout_03_007;7361 26306;7794819649;SOFIA SANDRA FLOREZ VARGAS;DG 134 # 1 - 62;;3509614764;;08514376636863;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b8612e17a4dd877b63c40001539a9325d63ef7755b130b0b96e4061c09007b4bb40937372380f53dd5f92a46aadd4fe7;b8612e17a4dd877b63c40001539a9325d63ef7755b130b0b96e4061c09007b4bb40937372380f53dd5f92a46aadd4fe7;11,610.00;;09-06-2025;800149384-6;CLINICA COLSANITAS S A
layout_03_008;3660 33031;0565072047;GABRIEL MARIO GUTIERREZ PINEDA;AK 147 # 110 - 75;;3501918684;;45945972119279;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=c1d8abfbfd6e24470c27c536a3a5e26af1a87ec7c3fa2af596e89293659ac50664750b4b5f804beb9300f6c139be5a35;c1d8abfbfd6e24470c27c536a3a5e26af1a87ec7c3fa2af596e89293659ac50664750b4b5f804beb9300f6c139be5a35;15,392.00;;10-01-2025;800149384-6;CLINICA COLSANITAS S A
layout_03_009;7900 39988;7429784309;NANCY PAOLA OCAMPO DUARTE;AC 42 # 112 - 28;;3236669055;;09522613093741;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d95af42abb1cc883edb980cee7d2ab2484ffae80942eaa7be15f6bef6fcb6f754f443a7f94c826b14862136727dd0488;d95af42abb1cc883edb980cee7d2ab2484ffae80942eaa7be15f6bef6fcb6f754f443a7f94c826b14862136727dd0488;15,730.00;;20-12-2024;800149384-6;CLINICA COLSANITAS S A
layout_03_010;8127 20451;3914450216;ISABEL NIDIA CARDENAS MARIN;AK 40 # 13 - 6;;3150081731;;58601571409573;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=67491cdf91ecd010d03098256fdd6d8bd5dd19bee29a5246ade0cfeaf8551d3d54d251ffeb64ebfe160472b1322d53c9;67491cdf91ecd010d03098256fdd6d8bd5dd19bee29a5246ade0cfeaf8551d3d54d251ffeb64ebfe160472b1322d53c9;11,194.00;;30-01-2024;800149384-6;CLINICA COLSANITAS S A
layout_03_011;6727 50497;2355675023;LUIS RICARDO OVIEDO QUINTERO;TV 20 # 25 - 70;;3237538824;;81911265262141;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=73f409d9c4cb95185d4e357e1138c062a3976091974210f37f1941583eb21474f77583091c789f356343b2d5d7142473;73f409d9c4cb95185d4e357e1138c062a3976091974210f37f1941583eb21474f77583091c789f356343b2d5d7142473;14,834.00;;20-03-2024;800149384-6;CLINICA COLSANITAS S A
layout_03_012;6210 12176;9734830444;YEISON SAMUEL VARGAS SUAREZ;CRA 31 # 113 - 93;;3059808903;;10293046708730;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=c5a774efc18b858357b33ace623b42267c7eb14a5a4253fcde34e9368734287a38672adae1c899d615048d8d6502c703;c5a774efc18b858357b33ace623b42267c7eb14a5a4253fcde34e9368734287a38672adae1c899d615048d8d6502c703;12,945.00;;20-04-2024;800149384-6;CLINICA COLSANITAS S A
layout_03_013;9903 87859;1641615379;CAROLINA LAURA ROMERO TOVAR;AV 127 # 95 - 3;;3502045414;;60786716958471;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=43583c4e0c0c7dcc4b2d5b97ab57396db02863a0b88e241e1f82fea607d9f1986636c330c6d9aa9b789f641d7daf6944;43583c4e0c0c7dcc4b2d5b97ab57396db02863a0b88e241e1f82fea607d9f1986636c330c6d9aa9b789f641d7daf6944;16,131.00;;02-01-2025;800149384-6;CLINICA COLSANITAS S A
layout_03_014;7143 65074;4465247058;RAMIRO TOMAS BAUTISTA CASAS;CR 41 # 49 - 43;;3025344439;;79069883831504;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=e37a3d98bcf711e629283d9086f831a190ba7cdc18d71f3e352e251190cad30ee3b4a63222f383012f79a417dd03e5ac;e37a3d98bcf711e629283d9086f831a190ba7cdc18d71f3e352e251190cad30ee3b4a63222f383012f79a417dd03e5ac;17,765.00;;21-07-2024;800149384-6;CLINICA COLSANITAS S A
layout_03_015;1740 95576;2967800665;HUGO JUAN BUSTOS ROMAN;DG 101 # 35 - 69;;3214081620;;67923514273922;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=01e5bd289f1c0c1f0e25325568b91da2c5c83b33a347abd5f18a57a681d3e8758e3ce59f408212dc0e3038647f58c3e0;01e5bd289f1c0c1f0e25325568b91da2c5c83b33a347abd5f18a57a681d3e8758e3ce59f408212dc0e3038647f58c3e0;11,768.00;;03-03-2024;800149384-6;CLINICA COLSANITAS S A
layout_03_016;2541 12613;3324999868;NIDIA ANA CASTANEDA TOVAR;AV 37 # 20 - 11;;3105006784;;05566174697625;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=eccedd3d6612d6271d33df976d021abeda938bb40963f53ce18765fe62c0ce40e6a4cbca52b8845c957b71c780b2754e;eccedd3d6612d6271d33df976d021abeda938bb40963f53ce18765fe62c0ce40e6a4cbca52b8845c957b71c780b2754e;11,566.00;;04-10-2024;800149384-6;CLINICA COLSANITAS S A
layout_03_017;7557 58539;4656460894;ARMANDO RUBEN NUNEZ VARGAS;AK 86 # 70 - 97;;3156183611;;24856183748596;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=57124690e52dd0398b5420c8ece9d292621f4cb8a529d9ce4b6fd883518404c25a14fc6f4612c161de9d321ce84638b9;57124690e52dd0398b5420c8ece9d292621f4cb8a529d9ce4b6fd883518404c25a14fc6f4612c161de9d321ce84638b9;18,242.00;;28-12-2024;800149384-6;CLINICA COLSANITAS S A
layout_03_018;5411 41238;0033386010;OMAR ORLANDO SILVA LEON;CL 108 # 106 - 48;;3105830093;;00287576687353;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b61b44c37de3f19b11aa5dd7a45ea23a58b2a244ab8d308e9ba6307a53cf7446e794bcb357f4f2a7689ec42eb6fccd40;b61b44c37de3f19b11aa5dd7a45ea23a58b2a244ab8d308e9ba6307a53cf7446e794bcb357f4f2a7689ec42eb6fccd40;18,655.00;;05-02-2025;800149384-6;CLINICA COLSANITAS S A
layout_03_019;6044 07478;2335091329;WILMER DANIEL CASTILLO DIAZ;CR 64 # 48 - 3;;3058042295;;76357558298202;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=54648e85130262caba50d2992d288b0d09bbbc1fd4640f6eb557856914ac5f2d1201b004bc31ad833f491a01f5e192ad;54648e85130262caba50d2992d288b0d09bbbc1fd4640f6eb557856914ac5f2d1201b004bc31ad833f491a01f5e192ad;17,926.00;;20-10-2024;800149384-6;CLINICA COLSANITAS S A
layout_03_020;9578 73976;3729408558;ROSA VANESSA QUINTERO LOPEZ;AV 17 # 30 - 79;;3185919697;;44041728732695;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=39b8d679f808f0d0f90ea6689d58daeae376c13fb397c8fe5473cb308f15e1b45e5287ca4da1291f4aff4a00e3f02ab2;39b8d679f808f0d0f90ea6689d58daeae376c13fb397c8fe5473cb308f15e1b45e5287ca4da1291f4aff4a00e3f02ab2;12,812.00;;21-10-2024;800149384-6;CLINICA COLSANITAS S A
layout_04_007;FECM3156592;9309448326-;ALEJANDRA ANGELICA SANCHEZ CABRERA;AV 29 # 96 - 10 APTO 18 C BARRIO COUNTRY;;;;98874872248664;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d81ce5f8677addd0926db0e19df86e4a5587b53557de9b726cc6b715a1d1c8ec9f1c64ed6dafa8508a3b4bd55b5fe871;d81ce5f8677addd0926db0e19df86e4a5587b53557de9b726cc6b715a1d1c8ec9f1c64ed6dafa8508a3b4bd55b5fe871;158.900,00;0;11/08/2024 15:05:43;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_008;FECM4778853;6814623177-;ALVARO IGNACIO CAMACHO GUTIERREZ;AK 114 # 5 - 7 APTO 23 D BARRIO COUNTRY;;;;49283770603833;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=1f82a58b69fc75cb84478b69ce265ccbfcdbb24ac5baadf126c111f692213f62a4b9c75d109c18762ee9b37e39735362;1f82a58b69fc75cb84478b69ce265ccbfcdbb24ac5baadf126c111f692213f62a4b9c75d109c18762ee9b37e39735362;235.300,00;0;15/11/2024 13:23:49;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_009;FECM6518391;6616703114-;GERMAN RAUL TORRES HERRERA;CLL 45 # 15 - 45 APTO 30 B BARRIO BOSTON;;;;49819456602568;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=0645f2e8b521bf97bd1f08db0612d09fa8fad1abe1e7bc39edd14e28f94f1c102172014d7cbc147f2b7d3dce24b24e25;0645f2e8b521bf97bd1f08db0612d09fa8fad1abe1e7bc39edd14e28f94f1c102172014d7cbc147f2b7d3dce24b24e25;220.600,00;0;16/11/2024 15:31:20;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_010;FECM1484959;5697828329-;VICTOR ORLANDO FLOREZ FERNANDEZ;DG 100 # 87 - 75 APTO 8 B BARRIO RIOMAR;;;;47255449322120;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=28b1f124d9eca593c094027ea2da720cfe459cafadf5eb17093eb4310bc7a25cb43c7789397b58c537c82806e98728e2;28b1f124d9eca593c094027ea2da720cfe459cafadf5eb17093eb4310bc7a25cb43c7789397b58c537c82806e98728e2;49.600,00;0;12/09/2024 11:28:14;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_011;FECM6349171;0794040203-;ELIZABETH ALEJANDRA CARDENAS SALAZAR;AV 21 # 77 - 75 APTO 29 C BARRIO EL PRADO;;;;72959355515794;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=eff5a8d9665ab7fff467cb2ca3ea5e687897a7b138669aaa41d34dbf6fdea676b0e9ca602c3f3171da061729f3cdd0cd;eff5a8d9665ab7fff467cb2ca3ea5e687897a7b138669aaa41d34dbf6fdea676b0e9ca602c3f3171da061729f3cdd0cd;70.000,00;0;07/10/2024 16:02:42;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_012;FECM7101497;2647302494-;EDWIN TOMAS GONZALEZ NIETO;TV 66 # 105 - 86 APTO 6 B BARRIO RIOMAR;;;;87476521819682;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=8a97f19de3ac5bece70ddb65143188fd825a29f98990d5f8eccbaae8d3d695be5a531f1ba3b907b763430e61b428c6ed;8a97f19de3ac5bece70ddb65143188fd825a29f98990d5f8eccbaae8d3d695be5a531f1ba3b907b763430e61b428c6ed;194.300,00;0;03/03/2024 12:19:38;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_013;FECM9160688;1940746383-;ZULMA VIVIANA VELASQUEZ NAVARRO;TV 174 # 72 - 72 APTO 35 B BARRIO ALAMEDA;;;;41431890900085;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=99df7797e889b1aede3e2f5cd5ac2599d04a21fef99e32b37e7fc4ad1573f78b02b47292c29dfad8edd3fb8adab65ed4;99df7797e889b1aede3e2f5cd5ac2599d04a21fef99e32b37e7fc4ad1573f78b02b47292c29dfad8edd3fb8adab65ed4;249.300,00;0;10/08/2024 16:46:09;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_014;FECM7429485;2048607143-;SARA ROCIO URREGO TOVAR;CL 20 # 90 - 67 APTO 24 B BARRIO COUNTRY;;;;84760476833043;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=dbe6e001d0bba7aa1cfe0c7f6ee2449cdca9e4cbd547fa14e7108498ac643e011dd03206698078461363a6c645f10228;dbe6e001d0bba7aa1cfe0c7f6ee2449cdca9e4cbd547fa14e7108498ac643e011dd03206698078461363a6c645f10228;146.100,00;0;29/08/2024 14:44:51;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_015;FECM7127571;8685881658-;LEONARDO YEISON BAUTISTA BUSTOS;CRA 150 # 17 - 30 APTO 30 C BARRIO RIOMAR;;;;09339234277304;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=8bb4ad56d87c4494090c21bf4f41fe7cc9e49eb72935120cc7994864d9c007a4107a0a2f4d319805fc8bac86eb5be2df;8bb4ad56d87c4494090c21bf4f41fe7cc9e49eb72935120cc7994864d9c007a4107a0a2f4d319805fc8bac86eb5be2df;181.700,00;0;29/11/2024 17:35:40;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_016;FECM1535670;2963637320-;DAVID CARLOS REYES LOZANO;KR 20 # 3 - 89 APTO 34 C BARRIO BOSTON;;;;92573078435926;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=441269c57608f0240363d14f2f9b4c02944f45cbcac17d9c3f3e14cf209124f3ec2d65a31b15a069211b0c44ce45eccc;441269c57608f0240363d14f2f9b4c02944f45cbcac17d9c3f3e14cf209124f3ec2d65a31b15a069211b0c44ce45eccc;188.100,00;0;15/01/2025 10:54:15;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_017;FECM2247834;9039189449-;ROCIO STEFANIA ESCOBAR FUENTES;KR 148 # 110 - 50 APTO 23 B BARRIO BOSTON;;;;45494857638569;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=239b688c6b6cee56a1b1aebb367daee92b715bfdcb43c7ee90d473d89dd2a70c9d2afc913a3a1fd1d52c52d45bce3555;239b688c6b6cee56a1b1aebb367daee92b715bfdcb43c7ee90d473d89dd2a70c9d2afc913a3a1fd1d52c52d45bce3555;105.200,00;0;13/02/2025 08:56:00;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_018;FECM1763109;5579542771-;JULIO WILLIAM CASTANEDA OCAMPO;AC 127 # 112 - 71 APTO 6 D BARRIO EL PRADO;;;;84365330977067;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=159f07d6c3ae90d5d14719992d9d6ec9f3a01a65ba747a58e7a85dd83c8e3efde64a578e1993e735473c8e955d864bf9;159f07d6c3ae90d5d14719992d9d6ec9f3a01a65ba747a58e7a85dd83c8e3efde64a578e1993e735473c8e955d864bf9;116.500,00;0;28/03/2024 14:30:10;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_019;FECM4973669;2962475772-;CESAR NICOLAS TRUJILLO MARIN;DG 104 # 1 - 60 APTO 29 D BARRIO LA VICTORIA;;;;54902225760242;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=88c7a1a71faf86edcfc0561b1256e565f5420092b9aa670f399cd08859a4ff8f626d7122c67383c595190cc6861437d1;88c7a1a71faf86edcfc0561b1256e565f5420092b9aa670f399cd08859a4ff8f626d7122c67383c595190cc6861437d1;116.800,00;0;29/02/2024 13:19:19;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_04_020;FECM9599708;5876269534-;HECTOR LUIS CASTILLO ROJAS;AV 84 # 44 - 88 APTO 13 A BARRIO COUNTRY;;;;38050247057644;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=fede0aa8e1deea99ef848575287d0759dbf1aad57309e6e34b5ed12841a0291ef87d5e3f975f8baad4800893195fe88e;fede0aa8e1deea99ef848575287d0759dbf1aad57309e6e34b5ed12841a0291ef87d5e3f975f8baad4800893195fe88e;184.200,00;0;13/06/2025 07:38:58;805009741-0;COOMEVA MEDICINA PREPAGADA S.A.
layout_05_007;FQ34940;157956249;TATIANA LILIANA MARIN BARRERA;CRA 38 # 113 - 39 APTO 835, EDIFICIO BUENAVISTA . BARRIO;;3187118097;CARTAGENA;48226757732194;"NumFac: FQ34940
FecFac: 2024-12-25
HorFac: 16:20:44-05:00
NitFac: 800120681
DocAdq: 157956249
ValFac: 72893.86
ValIva: 13849.83
ValOtroIm: 0.00
ValTolFac: 86743.69
CUFE: d7ec1ff67bff6bb946cee14c63e51d875a3ee9b04731c3a4ed88d8c57bc3ee946837dd83fec57895e119bed6bc94c7d2
https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d7ec1ff67bff6bb946cee14c63e51d875a3ee9b04731c3a4ed88d8c57bc3ee946837dd83fec57895e119bed6bc94c7d2";d7ec1ff67bff6bb946cee14c63e51d875a3ee9b04731c3a4ed88d8c57bc3ee946837dd83fec57895e119bed6bc94c7d2;86,743.69;13,849.83;2024-12-25 16:20:44;800.120.681-2;Croydon Colombia S.A
layout_05_008;FQ84905;400275220;PAULA OLGA NUNEZ CASTANEDA;CLL 72 # 117 - 97 APTO 171, EDIFICIO MIRADOR . BARRIO;;3516281295;MONTERIA;06666132603062;"NumFac: FQ84905
FecFac: 2024-01-07
HorFac: 11:01:09-05:00
NitFac: 800120681
DocAdq: 400275220
ValFac: 80951.23
ValIva: 15380.73
ValOtroIm: 0.00
ValTolFac: 96331.96
CUFE: 2faeac2d64ea82891a82fcebe8ef77f931d420d2180a67ef67e62985c7a91dfaf954695dce70e00d419ff27351c3ddac
https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=2faeac2d64ea82891a82fcebe8ef77f931d420d2180a67ef67e62985c7a91dfaf954695dce70e00d419ff27351c3ddac";2faeac2d64ea82891a82fcebe8ef77f931d420d2180a67ef67e62985c7a91dfaf954695dce70e00d419ff27351c3ddac;96,331.96;15,380.73;2024-01-07 11:01:09;800.120.681-2;Croydon Colombia S.A
layout_05_009;FQ24367;981497537;ARTURO JESUS QUINTERO GIRALDO;AV 54 # 108 - 8 APTO 529, EDIFICIO LOS ALPES . BARRIO;;3136531281;POPAYAN;98510438112641;"NumFac: FQ24367
FecFac: 2024-10-04
HorFac: 18:57:29-05:00
NitFac: 800120681
DocAdq: 981497537
ValFac: 60202.96
ValIva: 11438.56
ValOtroIm: 0.00
ValTolFac: 71641.52
CUFE: b1aded3be70c696951f3952b110638e6b78f995e3d1a8c3ec471f10fd376db3b333ec0c52c40b225fa8973394a8e40a1
https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b1aded3be70c696951f3952b110638e6b78f995e3d1a8c3ec471f10fd376db3b333ec0c52c40b225fa8973394a8e40a1";b1aded3be70c696951f3952b110638e6b78f995e3d1a8c3ec471f10fd376db3b333ec0c52c40b225fa8973394a8e40a1;71,641.52;11,438.56;2024-10-04 18:57:29;800.120.681-2;Croydon Colombia S.A
layout_05_010;FQ17890;429563033;FABIAN RAUL MEJIA RUIZ;AC 180 # 13 - 78 APTO 718, EDIFICIO LOS ALPES . BARRIO;;3047170432;PALMIRA;47181235184661;"NumFac: FQ17890
FecFac: 2024-08-09
HorFac: 14:22:35-05:00
NitFac: 800120681
DocAdq: 429563033
ValFac: 38717.62
ValIva: 7356.35
ValOtroIm: 0.00
ValTolFac: 46073.97
CUFE: b8863d47caf2243250497e791fba94698899d026242ada5201e5f726fd7a38599558fb2ef95a70e95fcd5d9eef313d70
https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b8863d47caf2243250497e791fba94698899d026242ada5201e5f726fd7a38599558fb2ef95a70e95fcd5d9eef313d70";b8863d47caf2243250497e791fba94698899d026242ada5201e5f726fd7a38599558fb2ef95a70e95fcd5d9eef313d70;46,073.97;7,356.35;2024-08-09 14:22:35;800.120.681-2;Croydon Colombia S.A
layout_05_011;FQ14967;831999791;IVAN CRISTIAN MEDINA JIMENEZ;DG 140 # 20 - 21 APTO 263, EDIFICIO EL PORTAL . BARRIO;;3195904925;ZIPAQUIRA;05826824094828;"NumFac: FQ14967
FecFac: 2024-06-29
HorFac: 08:21:50-05:00
NitFac: 800120681
DocAdq: 831999791
ValFac: 52704.51
ValIva: 10013.86
ValOtroIm: 0.00
ValTolFac: 62718.37
CUFE: 62777d575ecf7e975aebc300aa16d267b51581c8c66df10e8dad93f66f8bed094390c6a2baf7bb9ba596ffe019fb33d8
https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=62777d575ecf7e975aebc300aa16d267b51581c8c66df10e8dad93f66f8bed094390c6a2baf7bb9ba596ffe019fb33d8";62777d575ecf7e975aebc300aa16d267b51581c8c66df10e8dad93f66f8bed094390c6a2baf7bb9ba596ffe019fb33d8;62,718.37;10,013.86;2024-06-29 08:21:50;800.120.681-2;Croydon Colombia S.A
